ID,EHR_kood,TaisAadress,Maakond,KOV,KOV_voi_LinnaOsa,Tänav_Hoone_Nr,Esmane_Kasutuselevotu_Aasta,Ajastu,Hooneosade_Arv,Hooneosade_Arv_Normaliseeritud,Ruumide_Arv,Maksimaalne_Korruste_Arv,Korterite arv trepikojas,Liftid,Trepikodade_Arv,MaaAluste_Korruste_Arv,Korgus,Korgus_Umardatud,Laius,Pikkus,EhitusAlune_Pindala,Suletud_Netopindala,Building_Common_Area,Heated_Area,Välisseina_liik,Valisnurkade Arva,Sisenurkade Arv,Katusekatte materjal,Soojusvarustuse liik,Lamekatus_0/1,kahepoolne_kaldkatus_0/1,ühepoole_kaldkatus_0/1,Lodzad_0/1,Rõdud_0/1,Otstes aknad_0/1,Energy_Certificate_Class,Asein_märgis,Aaken_märgis
253,108012150,"Lääne-Viru maakond, Rakvere linn, Saue tn 13",Lääne-Viru maakond, Rakvere linn, Rakvere linn, Saue tn 13,1984,1981-1990,30,30,140,3,3,0,4,1,11.9,12,24.8,56.9,970,2217.9,800.9,1964.8,tellis,9,5,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0,,947.8,247.61
318,108012220,"Lääne-Viru maakond, Rakvere linn, Vabaduse tn 78",Lääne-Viru maakond, Rakvere linn, Rakvere linn, Vabaduse tn 78,1992,1991-2000,30,30,137,3,3,0,4,1,11.9,12,20.4,61.1,852.2,2508.1,770.2,2508.1,väikepaneel,7,3,'plaatmaterjal (seal hulgas tsementkiudplaat)','lokaalküte',0,1,0,0,0,0,C,492,132
76,111027403,"Valga maakond, Valga vald, Valga linn, Tööstuse tn 2",Valga maakond, Valga vald, Valga linn, Tööstuse tn 2,1992,1991-2000,30,30,137,3,3,0,4,1,11.9,12,16.8,60.7,843,2463.1,100,1930,suurplokk,6,2,"'eterniit', 'plaatmaterjal (seal hulgas tsementkiudplaat)'",'kaugküte',0,1,0,1,0,0,C,926.7,292.1
19,101016898,"Harju maakond, Tallinn, Haabersti linnaosa, Õismäe tee 11",Harju maakond, Tallinn, Haabersti linnaosa, Õismäe tee 11,1975,1971-1980,30,30,120,5,3,0,2,1,15.6,15.5,12.8,31.1,382,1969,453.5,1661,suurpaneel,4,0,"'bituumen või  PVC  plaat või rullmaterjal', 'muu'",'kaugküte',1,0,0,1,1,0,C,828,230
49,104025856,"Tartu maakond, Kambja vald, Kambja alevik, Männi tn 15",Tartu maakond, Kambja vald, Kambja alevik, Männi tn 15,1982,1981-1990,30,30,140,5,3,0,2,1,16.5,16.5,,,563,2307.5,341,1925,väikepaneel,6,2,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0,E,1216,324
207,104028314,"Tartu maakond, Tartu linn, Tartu linn, Ravila tn 52",Tartu maakond, Tartu linn, Tartu linn, Ravila tn 52,1984,1981-1990,30,30,130,5,3,0,2,1,16,16,12,40,434,1929.7,93.6,1739.5,väikepaneel,4,0,'muu','kaugküte',1,0,0,0,1,0,E,1121.9,298
120,108011781,"Lääne-Viru maakond, Rakvere linn, Laada tn 47",Lääne-Viru maakond, Rakvere linn, Rakvere linn, Laada tn 47,1973,1971-1980,30,30,120,5,3,0,2,1,15.7,15.5,23.7,58,760.3,3338.1,403.7,2770.5,suurpaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,1,1,C,0,0
120,108011781,"Lääne-Viru maakond, Rakvere linn, Laada tn 47",Lääne-Viru maakond, Rakvere linn, Rakvere linn, Laada tn 47,1973,1971-1980,30,30,120,5,3,0,2,1,15.7,15.5,23.7,58,760.3,3338.1,403.7,2770.5,suurpaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,1,1,C,0,0
232,108011850,"Lääne-Viru maakond, Rakvere linn, Laada tn 45",Lääne-Viru maakond, Rakvere linn, Rakvere linn, Laada tn 45,1975,1971-1980,30,30,120,5,3,0,2,1,14.4,14.5,25.6,62.9,788.9,3773.8,576.6,3331.2,suurpaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,1,0,A,1199,551
61,111032361,"Valga maakond, Tõrva vald, Tõrva linn, Ehitaja tn 9",Valga maakond, Tõrva vald, Tõrva linn, Ehitaja tn 9,1978,1971-1980,30,30,126,5,3,0,2,1,13,13,,,450,2118.4,524,1754,väikepaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0,C,1422,602
265,113021393,"Võru maakond, Võru linn, Luha tn 29",Võru maakond, Võru linn, Võru linn, Luha tn 29,1991,1991-2000,30,30,140,5,3,0,2,1,15.3,15.5,13.2,39.7,490,2192.2,61.2,1919,suurpaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0,A,1299,224.3
334,116033502,"Harju maakond, Saue vald, Saue linn, Koondise tn 11",Harju maakond, Saue vald, Saue linn, Koondise tn 11,1970,1961-1970,30,30,140,5,3,0,2,1,15.5,15.5,,,416,2189.8,505.4,1812,suurpaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,1,0,B,820,317.6
335,116033504,"Harju maakond, Saue vald, Saue linn, Koondise tn 13",Harju maakond, Saue vald, Saue linn, Koondise tn 13,1970,1961-1970,30,30,140,5,3,0,2,1,15.5,15.5,,,416,2181.9,497.1,1812,suurpaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,1,0,B,820,317.6
119,103013847,"Pärnu maakond, Pärnu linn, Pärnu linn, Oja tn 33",Pärnu maakond, Pärnu linn, Pärnu linn, Oja tn 33,1989,1981-1990,31,30,137,4,3,0,3,1,14,14,,,612,2113.8,498,1826,tellis,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0,C,1244,289
389,104032735,"Tartu maakond, Tartu linn, Tartu linn, Tiigi tn 3",Tartu maakond, Tartu linn, Tartu linn, Tiigi tn 3,1962,1961-1970,31,30,117,4,3,0,3,1,15.2,15,11.4,35.7,406.3,1364,238.2,1364,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1,B,852.1,252.8
366,104016939,"Tartu maakond, Tartu linn, Tartu linn, Turu tn 9",Tartu maakond, Tartu linn, Tartu linn, Turu tn 9,1963,1961-1970,31,30,127,4,4,0,2,1,15.3,15.5,11.7,41.2,445,1604.1,244.9,1604.1,tellis,5,1,'plekk','kaugküte',0,1,0,0,0,1,A,966.6,297.4
88,111030105,"Valga maakond, Tõrva vald, Tõrva linn, Valga tn 64",Valga maakond, Tõrva vald, Tõrva linn, Valga tn 64,1972,1971-1980,32,30,143,4,2,0,4,1,13,13,,,603,2187.8,526.9,1875,tellis,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0,C,457.3,204.8
188,111032126,"Valga maakond, Tõrva vald, Tõrva linn, Ehitaja tn 6",Valga maakond, Tõrva vald, Tõrva linn, Ehitaja tn 6,1980,1971-1980,32,30,155,4,2,0,4,1,13.5,13.5,,,776,2901.4,817.2,2166,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','lokaalküte',1,0,0,1,0,0,A,1281.4,481.4
91,111033287,"Valga maakond, Tõrva vald, Tõrva linn, Ehitaja tn 10",Valga maakond, Tõrva vald, Tõrva linn, Ehitaja tn 10,1972,1971-1980,32,30,156,4,2,0,4,1,12,12,,,781,2955.7,823.2,2405,suurpaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0,B,1418,339.4
309,116002170,"Harju maakond, Harku vald, Tabasalu alevik, Kase tn 8",Harju maakond, Harku vald, Tabasalu alevik, Kase tn 8,1973,1971-1980,32,30,140,3,2,0,5,1,10.2,10,12.2,57.6,755,2390.4,764.2,1717.4,suurpaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,1,1,D,1136.5,365.3
25,101021121,"Harju maakond, Tallinn, Kesklinna linnaosa, Pärnu mnt 135",Harju maakond, Tallinn, Kesklinna linnaosa, Pärnu mnt 135,1959,1951-1960,32,30,120,4,3,0,3,1,16.6,16.5,,,398,1504.5,319.3,1205.6,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1,C,727.1,268.8
193,101013120,"Harju maakond, Tallinn, Kristiine linnaosa, Sõpruse pst 6",Harju maakond, Tallinn, Kristiine linnaosa, Sõpruse pst 6,1963,1961-1970,32,30,131,4,4,0,2,1,13.8,14,,,444,1742.7,408.4,1435.2,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1,A,887.3,314.7
157,101016792,"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Angerja tn 4",Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Angerja tn 4,1962,1961-1970,32,30,136,4,4,0,2,1,15.3,15.5,,,440,1753.2,411.3,1454,suurplokk,4,0,'muu','kaugküte',0,1,0,0,0,1,D,813,319
122,101018766,"Harju maakond, Tallinn, Kristiine linnaosa, Sõpruse pst 4",Harju maakond, Tallinn, Kristiine linnaosa, Sõpruse pst 4,1964,1961-1970,32,30,136,4,4,0,2,1,14.8,15,,,445,1672,337.4,1432,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1,C,867,280
357,101019746,"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Sõle tn 68",Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Sõle tn 68,1961,1961-1970,32,30,121,4,4,0,2,0,15,15,11,36,393,1224,99.2,1213.4,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1,F,0,0
124,103015549,"Pärnu maakond, Pärnu linn, Pärnu linn, Suur-Jõekalda tn 12",Pärnu maakond, Pärnu linn, Pärnu linn, Suur-Jõekalda tn 12,1962,1961-1970,32,30,120,4,4,0,2,1,15,15,,,394,1294.3,97.8,1209,tellis,4,0,'eterniit','kaugküte',0,1,0,0,0,1,C,742,255
301,104016993,"Tartu maakond, Tartu linn, Tartu linn, Kalevi tn 10",Tartu maakond, Tartu linn, Tartu linn, Kalevi tn 10,1960,1951-1960,32,30,120,4,4,0,2,1,17.2,17,13,35.1,467,1652,143.9,1355,tellis,4,0,'eterniit','kaugküte',0,1,0,0,0,1,D,1027.4,235.4
386,104030706,"Tartu maakond, Tartu linn, Tartu linn, Tiigi tn 13",Tartu maakond, Tartu linn, Tartu linn, Tiigi tn 13,1962,1961-1970,32,30,120,4,4,0,2,1,15.3,15.5,11.2,35.7,395.7,1366.2,85.2,1220.4,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1,C,609,243
383,104033072,"Tartu maakond, Tartu linn, Tartu linn, Tiigi tn 7",Tartu maakond, Tartu linn, Tartu linn, Tiigi tn 7,1962,1961-1970,32,30,120,4,4,0,2,1,14.7,14.5,11.2,36.2,383,1349.9,223.2,1349.9,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1,B,938.3,254.8
322,104033237,"Tartu maakond, Tartu linn, Tartu linn, Pepleri tn 3",Tartu maakond, Tartu linn, Tartu linn, Pepleri tn 3,1935,1931-1940,32,30,120,4,4,0,2,1,14.6,14.5,11.2,36.2,394,1368.8,248.4,1368.8,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1,A,704.8,256.3
324,104034196,"Tartu maakond, Tartu linn, Tartu linn, Tähe tn 2",Tartu maakond, Tartu linn, Tartu linn, Tähe tn 2,1964,1961-1970,32,30,136,4,4,0,2,1,13.5,13.5,11.3,41.3,444,1776.4,278.1,1440,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',0,1,0,0,0,1,A,712.9,302.9
55,104034486,"Tartu maakond, Tartu linn, Tartu linn, Tähe tn 56a",Tartu maakond, Tartu linn, Tartu linn, Tähe tn 56a,1967,1961-1970,32,30,136,4,4,0,2,1,14,14,11.3,41.4,455,1611.2,263.7,1396.7,tellis,4,0,"'eterniit', 'plekk'","'lokaalküte', 'kaugküte'",0,1,0,0,1,0,D,1096,282.7
108,108010875,"Lääne-Viru maakond, Rakvere linn, Võimla tn 3",Lääne-Viru maakond, Rakvere linn, Rakvere linn, Võimla tn 3,1964,1961-1970,32,30,120,4,4,0,2,1,15.4,15.5,11.5,35.8,413,1399,301.6,1097.4,tellis,4,0,'plekk','kaugküte',0,1,0,1,0,1,D,783,227
250,108017482,"Lääne-Viru maakond, Tapa vald, Tapa linn, 1. Mai pst 6",Lääne-Viru maakond, Tapa vald, Tapa linn, 1. Mai pst 6,1962,1961-1970,32,30,121,4,4,0,2,1,16,16,,,396,1101.3,0,1088,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1,D,752,261
280,101012251,"Harju maakond, Tallinn, Nõmme linnaosa, Kalda tn 60",Harju maakond, Tallinn, Nõmme linnaosa, Kalda tn 60,1989,1981-1990,33,30,135,7,2,2,2,0,23.9,24,24.6,36.2,533.6,2566,655.2,2520,tellis,8,4,'plekk','lokaalküte',0,1,0,0,1,1,C,1199,566
277,108017779,"Lääne-Viru maakond, Tapa vald, Tapa linn, Roheline tn 20a",Lääne-Viru maakond, Tapa vald, Tapa linn, Roheline tn 20a,1959,1951-1960,33,30,93,3,4,0,3,1,13.4,13.5,11.5,49.9,582,1551,403,1148,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1,C,665,284.4
385,104037210,"Tartu maakond, Tartu linn, Tartu linn, Tiigi tn 9",Tartu maakond, Tartu linn, Tartu linn, Tiigi tn 9,1962,1961-1970,33,30,122,4,4,0,2,1,15.3,15.5,11.2,35.7,392.7,1377.2,252.7,1228,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1,C,609,243
312,120294839,"Valga maakond, Tõrva vald, Linna küla, Ujula tn 4",Valga maakond, Tõrva vald, Linna küla, Ujula tn 4,1980,1971-1980,34,30,75,4,2,0,5,1,12.8,13,14,60.3,780,2470.5,752.9,1902.2,suurplokk,4,0,'eterniit','lokaalküte',0,1,0,0,0,0,E,1062.3,263.6
350,104016899,"Tartu maakond, Tartu linn, Tartu linn, Aleksandri tn 3",Tartu maakond, Tartu linn, Tartu linn, Aleksandri tn 3,1963,1961-1970,34,30,136,4,3,0,3,1,15,15,11.3,41.4,454,1750.6,416.1,1457,suurplokk,4,0,'eterniit','kaugküte',0,1,0,0,0,1,C,1052.9,299.7
294,109013076,"Rapla maakond, Märjamaa vald, Märjamaa alev, Pargi tn 19",Rapla maakond, Märjamaa vald, Märjamaa alev, Pargi tn 19,1981,1981-1990,34,30,124,3,11,0,1,1,10.3,10.5,14,47,708,1691.9,271.3,1692,suurplokk,8,4,'bituumen või  PVC  plaat või rullmaterjal',"'kohtküte', 'lokaalküte'",1,0,0,0,0,1,C,839,231
219,120719383,"Lääne maakond, Haapsalu linn, Haapsalu linn, Nurme tn 12a",Lääne maakond, Haapsalu linn, Haapsalu linn, Nurme tn 12a,1978,1971-1980,35,40,107,4,2,0,4,1,13.3,13.5,25,46,618.1,2249.7,501.5,1892.1,tellis/väikeplokk,8,4,'bituumen või  PVC  plaat või rullmaterjal',"'kaugküte', 'lokaalküte'",1,0,0,0,0,0,B,1179.6,356.3
345,116002168,"Harju maakond, Harku vald, Tabasalu alevik, Kase tn 4",Harju maakond, Harku vald, Tabasalu alevik, Kase tn 4,1969,1961-1970,35,40,143,3,3,0,4,1,10.2,10,12.2,57.6,769.7,2385.4,764.2,1712.4,suurpaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,1,1,D,745.4,302.3
201,103015794,"Pärnu maakond, Pärnu linn, Pärnu linn, Kitse tn 18a",Pärnu maakond, Pärnu linn, Pärnu linn, Kitse tn 18a,1968,1961-1970,36,40,144,3,2,0,6,1,11.4,11.5,9.8,76.1,756.1,2251.1,736.2,1608,tellis,6,2,'plaatmaterjal (seal hulgas tsementkiudplaat)',"'kohtküte', 'kaugküte'",0,1,0,0,0,1,C,1440.4,351.6
9,111027733,"Valga maakond, Valga vald, Valga linn, J. Kuperjanovi tn 62a",Valga maakond, Valga vald, Valga linn, J. Kuperjanovi tn 62a,1975,1971-1980,36,40,168,3,2,0,6,1,10.2,10,,,941,2815.4,818.6,2235,tellis,8,4,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0,D,1780,397
152,114003657,"Jõgeva maakond, Jõgeva vald, Jõgeva linn, Aia tn 52",Jõgeva maakond, Jõgeva vald, Jõgeva linn, Aia tn 52,1981,1981-1990,36,40,180,3,2,0,6,1,10.8,11,16.9,110.5,1122,3399.1,998.7,2760,suurplokk,17,13,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0,B,1853.3,456.5
356,104002317,"Tartu maakond, Kastre vald, Roiu alevik, Männi tn 8",Tartu maakond, Kastre vald, Roiu alevik, Männi tn 8,1983,1981-1990,36,40,160,4,3,0,3,1,13.4,13.5,,,636,2175.8,192.6,2205.9,väikepaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0,D,1282,348.5
71,104009407,"Tartu maakond, Elva vald, Puhja alevik, Viljandi tee 30",Tartu maakond, Elva vald, Puhja alevik, Viljandi tee 30,1978,1971-1980,36,40,160,4,3,0,3,1,13.3,13.5,11.9,55.9,659,2654.1,690.5,2156,väikepaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0,D,1120,391
72,104026007,"Tartu maakond, Elva vald, Puhja alevik, Viljandi tee 32",Tartu maakond, Elva vald, Puhja alevik, Viljandi tee 32,1981,1981-1990,36,40,124,4,3,0,3,1,13.3,13.5,11.9,55.9,659,2654.1,690.5,2156,väikepaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',0,0,1,1,0,0,D,1120,391
73,104028150,"Tartu maakond, Elva vald, Puhja alevik, Viljandi tee 34",Tartu maakond, Elva vald, Puhja alevik, Viljandi tee 34,1985,1981-1990,36,40,160,4,3,0,3,1,13.3,13.5,11.9,55.9,652,2683.8,709,2167,väikepaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',0,0,1,1,0,0,D,946,391
183,104033327,"Tartu maakond, Tartu linn, Haage küla, Haagevälja tee 1",Tartu maakond, Tartu linn, Haage küla, Haagevälja tee 1,1984,1981-1990,36,40,161,3,3,0,4,1,11.5,11.5,15.7,75.6,917,2922.9,915.3,2192,väikepaneel,6,2,'bituumen või  PVC  plaat või rullmaterjal','lokaalküte',1,0,0,1,0,0,D,1297.2,483.62
150,110009813,"Põlva maakond, Põlva vald, Põlva linn, Piiri tn 15",Põlva maakond, Põlva vald, Põlva linn, Piiri tn 15,1972,1971-1980,36,40,144,4,3,0,3,1,15.3,15.5,11.2,49.3,548,2025.9,447.1,2025.9,suurplokk,4,0,'plekk',"'lokaalküte', 'kaugküte'",0,1,0,0,1,0,D,1215.4,336
154,116003453,"Harju maakond, Jõelähtme vald, Kostivere alevik, Jõe tn 4",Harju maakond, Jõelähtme vald, Kostivere alevik, Jõe tn 4,1972,1971-1980,36,40,144,3,3,0,4,1,10.3,10.5,,,676,2340.3,725.2,1784,suurpaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,1,1,C,612.2,260.1
173,104018081,"Tartu maakond, Tartu linn, Tartu linn, Ilmatsalu tn 48",Tartu maakond, Tartu linn, Tartu linn, Ilmatsalu tn 48,1980,1971-1980,36,40,162,9,4,1,1,1,30,30,12.2,25.9,327,2449.6,488.4,2248,suurpaneel,8,4,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0,C,1585.2,341.6
218,105003118,"Lääne maakond, Haapsalu linn, Haapsalu linn, Nurme tn 12",Lääne maakond, Haapsalu linn, Haapsalu linn, Nurme tn 12,1978,1971-1980,36,40,144,4,9,0,1,1,13.3,13.5,25,46,618.1,2249.7,501.5,1892.1,tellis/väikeplokk,8,4,'bituumen või  PVC  plaat või rullmaterjal',"'kaugküte', 'lokaalküte'",1,0,0,0,0,0,B,1218.2,259.7
145,101020653,"Harju maakond, Tallinn, Kristiine linnaosa, Elektroni tn 6",Harju maakond, Tallinn, Kristiine linnaosa, Elektroni tn 6,1977,1971-1980,38,40,170,5,3,0,3,1,15.5,15.5,,,644,2697.6,655.7,2428,tellis,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0,C,1181,384
226,108010983,"Lääne-Viru maakond, Rakvere linn, Lai tn 31",Lääne-Viru maakond, Rakvere linn, Rakvere linn, Lai tn 31,1964,1961-1970,38,40,153,4,3,0,3,1,14.9,15,13.2,61.5,818,2565.1,328.6,2301,tellis,4,9,"'bituumen või  PVC  plaat või rullmaterjal', 'plekk'",'kaugküte',0,1,0,0,0,1,A,1210.4,408.4
209,108012145,"Lääne-Viru maakond, Rakvere linn, Side tn 6",Lääne-Viru maakond, Rakvere linn, Rakvere linn, Side tn 6,1984,1981-1990,39,40,141,5,2,0,4,1,17.3,17.5,12.8,47.4,546,2011,635.4,1658,tellis,14,10,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,1,A,1618,216.9
156,104018443,"Tartu maakond, Tartu linn, Tartu linn, Ringtee tn 7",Tartu maakond, Tartu linn, Tartu linn, Ringtee tn 7,1990,1981-1990,40,40,148,5,2,0,4,1,16.8,17,14.5,38,552,2394.2,287.9,1966.2,tellis,8,4,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,1,C,1465.3,313.8
358,101020689,"Harju maakond, Tallinn, Mustamäe linnaosa, Ehitajate tee 52",Harju maakond, Tallinn, Mustamäe linnaosa, Ehitajate tee 52,1964,1961-1970,40,40,150,5,4,0,2,1,15.1,15,,,403,2088.3,468.9,1760,suurpaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,1,0,D,926,281
121,104018966,"Tartu maakond, Tartu linn, Tartu linn, Mõisavahe tn 64",Tartu maakond, Tartu linn, Tartu linn, Mõisavahe tn 64,1992,1991-2000,40,40,130,5,4,0,2,1,16.5,16.5,12.5,33.2,389,1904.7,507.2,1602,suurpaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0,D,1104.1,191.1
87,104033236,"Tartu maakond, Tartu linn, Tartu linn, Rahu tn 3a",Tartu maakond, Tartu linn, Tartu linn, Rahu tn 3a,1977,1971-1980,40,40,170,5,4,0,2,1,17.2,17,32.1,33.2,645.6,2760.2,701,2760.2,suurpaneel,14,10,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,1,C,1370.1,462.2
220,104033448,"Tartu maakond, Tartu linn, Tartu linn, Pärna tn 6",Tartu maakond, Tartu linn, Tartu linn, Pärna tn 6,1966,1961-1970,40,40,170,5,4,0,2,1,16.3,16.5,,,445,2097,103.2,1776,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',0,1,0,0,0,1,B,1144,359
214,104034863,"Tartu maakond, Tartu linn, Tartu linn, Pärna tn 2",Tartu maakond, Tartu linn, Tartu linn, Pärna tn 2,1965,1961-1970,40,40,170,5,4,0,2,1,16.8,17,13.3,41.3,464,2093.5,421.9,1777.9,suurplokk,4,0,'eterniit','kaugküte',0,1,0,0,0,1,C,1136.5,365.3
79,104036090,"Tartu maakond, Tartu linn, Tartu linn, Rahu tn 7a",Tartu maakond, Tartu linn, Tartu linn, Rahu tn 7a,1976,1971-1980,40,40,170,5,4,0,2,1,17.3,17.5,31.9,33.2,642.9,2815.9,758.5,2815.9,suurpaneel,14,10,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,1,A,1422,602
245,116006586,"Harju maakond, Keila linn, Niidu tn 5",Harju maakond, Keila linn, Keila linn, Niidu tn 5,1986,1981-1990,40,40,124,3,7,0,2,1,9.3,9.5,16.3,48.7,712,2332.3,848.6,2332.3,tuhaplokk,8,4,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,1,B,1266.8,545.6
164,104036697,"Tartu maakond, Kambja vald, Reola küla, Lennu tn 42",Tartu maakond, Kambja vald, Reola küla, Lennu tn 42,1980,1971-1980,42,40,141,3,14,0,1,1,12.5,12.5,16.5,48.8,694,1696.5,346.6,1697,tuhaplokk,8,4,'plekk','lokaalküte',0,1,0,0,0,1,D,875.9,198.4
206,116004529,"Harju maakond, Anija vald, Kehra linn, Kooli tn 10",Harju maakond, Anija vald, Kehra linn, Kooli tn 10,1968,1961-1970,44,40,188,4,3,0,4,1,15.2,15,12.4,65.4,750,2805.6,632,2358,tellis,4,0,'plekk',"'kaugküte', 'lokaalküte'",0,1,0,0,0,0,C,1463,346
222,112004889,"Viljandi maakond, Viljandi vald, Ramsi alevik, Keskuse tee 5",Viljandi maakond, Viljandi vald, Ramsi alevik, Keskuse tee 5,1977,1971-1980,44,40,176,5,3,0,3,1,15.5,15.5,,,605,2538.6,546.6,2307,tellis,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0,A,1205,391
231,116033623,"Harju maakond, Saue vald, Laagri alevik, Kuuse tn 22",Harju maakond, Saue vald, Laagri alevik, Kuuse tn 22,1985,1981-1990,44,40,213,5,3,0,3,1,18,18,40.8,43.2,815,3765.9,893.7,3232.1,tellis,8,4,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0,B,2141.5,570.9
364,104033956,"Tartu maakond, Tartu linn, Tartu linn, J. Kuperjanovi tn 2",Tartu maakond, Tartu linn, Tartu linn, J. Kuperjanovi tn 2,1961,1961-1970,44,40,160,4,4,0,3,1,16.1,16,11.3,49.7,534,2075.1,519.4,2075.1,suurplokk,4,0,'muu','kaugküte',0,1,0,0,0,1,A,1140.8,467.8
216,108010959,"Lääne-Viru maakond, Rakvere linn, Lai tn 29",Lääne-Viru maakond, Rakvere linn, Rakvere linn, Lai tn 29,1964,1961-1970,44,40,168,4,4,0,3,1,14.1,14,11.5,50.7,622,2060.1,461.7,1729,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1,B,1028,340
263,108016797,"Lääne-Viru maakond, Tapa vald, Tapa linn, Hommiku pst 2",Lääne-Viru maakond, Tapa vald, Tapa linn, Hommiku pst 2,1960,1951-1960,44,40,168,4,4,0,3,1,15.3,15.5,11.5,50.1,606,1561.2,0,1561,tellis,4,0,'plaatmaterjal (seal hulgas tsementkiudplaat)','kaugküte',0,1,0,0,0,1,E,964.6,330.9
116,104017973,"Tartu maakond, Tartu linn, Tartu linn, Mõisavahe tn 29",Tartu maakond, Tartu linn, Tartu linn, Mõisavahe tn 29,1983,1981-1990,45,50,200,5,3,0,3,1,15.6,15.5,,,653,3231.6,772.1,2459.5,väikepaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0,C,1663.7,449.3
171,104018505,"Tartu maakond, Tartu linn, Tartu linn, Ravila tn 54",Tartu maakond, Tartu linn, Tartu linn, Ravila tn 54,1984,1981-1990,45,50,200,5,3,0,3,1,16.1,16,12.4,55,651,3312.9,216.9,2710.1,väikepaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0,A,1329,475
296,104019098,"Tartu maakond, Tartu linn, Tartu linn, Nõva tn 1",Tartu maakond, Tartu linn, Tartu linn, Nõva tn 1,1988,1981-1990,45,50,200,5,3,0,3,1,16.4,16.5,12.2,55.4,651,3214.8,749.8,2667,suurpaneel,8,4,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0,E,1648.5,408.6
